;Code;Désignation courte;Famille;Prix de vente HT;Prix de vente TTC;Stock théorique;Stock réel;Qté en cde client;Qté en cde fournisseur;Bloqué;Compte Vente Local;Désignation longue;Code TVA;Bloqué
334;ART3003;Cordon réseau RJ45 patch FTP CAT 6 ;;20,69  EUR;24,83  EUR;;;;;;707103;CORDON PATCH BLINDE CAT 6 F/UTP| |Catégorie :  CAT. 6|Fréquence :  250 MHz|Impédance :  100 ohms|Conducteur :  aluminium recouvert de cuivre|Blindage : général par feuille d+aluminium|Norme de cƒblage;3;
335;ART2917;Coussinets Jabra Pro 920;;;;-8,000;-8,000;;;;707201;Coussinets Jabra Pro 920;3;
336;ART0046;Création d'une charte graphique;FA0016;;;;;;;;706501;Création d'une charte graphique;4;
337;ART2610;Création de charte graphique S.I;FA0018;40,00  EUR;48,00  EUR;;;;;;706501;Création de la charte graphique du site internet :  - Recherche et création des éléments graphiques  - Présentation de la charte graphique avant le développement du site internet;4;
338;ART0199;Création Musique Standard;;;;;;;;;706404;Création Musique Standard : - 1 message de pré décroché - 1 message d'attente - 1 message de répondeur Les trois messages seront créés par un studio professionnel.;4;
339;ART1484;Création siret supplémentaire;FA0018;150,00  EUR;180,00  EUR;;;;;;706405;- Création d'un Siret supplémentaire incluant 5 masques  ;4;
340;ART0034;Création site web;FA0016;69,00  EUR;82,80  EUR;;;;;;706501;"Création de votre site web :  CONFIGURATION Installation des plugins :  - Wordfence (Plugin de sécurité, version gratuite)  - Elementor et ElementorPro  DESIGN ET ERGONOMIE  - Intégration de l'identité visuelle et de la charte graphique du client  - Gestion du responsive design (adaptation du site aux tablettes et smartphone  PAGE CLASSIQUE  Création d'une page : Intégration du texte et des visuels de l'ancien site (pas de contenu supplémentaire)  Pages :  >  >  >>  >>  > >> >>   >>  >>   >  > >>  >>  >  >   TUTO WORDPRESS Tutoriel en version pdf pour modifier les textes et photos du site internet  Inclus :  Liens vers les réseaux sociaux Liens vers mailchimp (Inscription Newsletter)  Bouton ""prendre rendez-vous"" toujours visible";4;
341;ART1242;CUC EXERTIS Multiprise 8 prises;FA0012;39,00  EUR;46,80  EUR;-5,000;-8,000;;3,000;;707103;CUC EXERTIS CONNECT, Multiprise de 8 prises avec interrupteur et câble, 1,8m, Garantie 1 an;3;
342;ART2935;CYBER RSYNC presta d'accompagnement;;149,00  EUR;178,80  EUR;-1,000;-1,000;;;;708201;Prestation d'accompagnement par la société CYBER RSYNC  Nous vous conseillons d'effectuer 4 campagnes par an   Prix par campagne avec rapport d'analyse ;3;
343;ART1944;D-LINK borne wifi;FA0012;39,00  EUR;46,80  EUR;;;;;;707201;D-LINK, Borne d'accès sans fil, Format externe, Bande de fréquence 2.4 GHz, Interfaces 1 x 100Base-TX - RJ-45, Dimensions (LxPxH) 14.8 x 11.3 x 3.15 cm, Poids 215 g, Garantie 2 ans  Information pour nous :  Matériel inclus :  1 x câble réseau Kit de montage inclus ;3;
344;ART0972;D-LINK Switch 16 ports;FA0012;109,00  EUR;130,80  EUR;1,000;-19,000;;20,000;;707104;D-LINK, Switch, Ports 16 x 10/100/1000, Interfaces 16 x 1000Base-T RJ-45, Dimensions (LxPxH) 28 x 18 x 4,4 cm, Garantie 2 ans  NON POE;3;
345;ART1182;D-LINK Switch 16 ports;FA0012;125,00  EUR;150,00  EUR;-4,000;-10,000;;6,000;;707104;D-Link DGS 1100-16V2 - Commutateur - intelligent - 16 x 10/100/1000 - de bureau, Montable sur rack  Garantie 5 ans  NON POE;3;
346;ART0313;D-LINK Switch 24 ports;FA0012;149,00  EUR;178,80  EUR;-6,000;-18,000;2,000;14,000;;707104;D-LINK, Switch, Ports 24 x 10/100/1000, Interfaces 24 x 1000Base-T RJ-45, Dimensions (LxPxH) 28 x 18 x 4.4 cm, Garantie 2 ans  NON POE;3;
347;ART0708;D-LINK Switch 24 ports;FA0012;159,00  EUR;190,80  EUR;-10,000;-11,000;3,000;4,000;;707104;D-LINK, Switch, Ports 24 x 10/100/1000, Interfaces 24 x 1000Base-T RJ-45, Dimensions (LxPxH) 28 x 18 x 4.4 cm, Poids 1,63 Kg, Garantie à vie  NON POE;3;
348;ART2152;D-LINK Switch 24 ports - POE;FA0012;169,00  EUR;202,80  EUR;-8,000;-5,000;3,000;;;707104;D-LINK, Switch POE, Ports 24 x 10/100/1000 (PoE) +  4 x combo Gigabit Ethernet / SFP Gigabit, Interfaces 24 x 1000Base-T RJ-45 PoE - 30 W, 4 x Gigabit LAN SFP (mini-GBIC) - RJ-45/SFP, Dimensions (LxPxH) 44 x 25 x 4.4 cm, Poids 3,7 Kg, Garantie à vie  POE;3;
349;ART0707;D-LINK Switch 28 ports - POE;FA0012;359,00  EUR;430,80  EUR;-5,000;-5,000;;;;707104;D-LINK, Switch POE, Ports 24 x 10/100/1000 (PoE) + 4 x Gigabit SFP, Interfaces 24 x 1000Base-T RJ-45 PoE, 4 x SFP (mini-GBIC), Dimensions (LxPxH) 44 x 25 x 4.4 cm, Poids 3,7 Kg, Garantie à vie  POE;3;
350;ART0383;D-LINK Switch 5 ports;FA0012;39,00  EUR;46,80  EUR;16,000;-42,000;7,000;65,000;;707104;D-LINK, Switch, Ports 5 x 10/100/1000, Interfaces 5 x 1000 Base-T RJ-45, Dimensions (LxPxH) 10 x 9,8 x 2,8 cm, Garantie 2 ans  NON POE;3;
351;ART0854;D-LINK Switch 5 ports POE;FA0012;79,00  EUR;94,80  EUR;2,000;-4,000;;6,000;;707104;D-LINK, Switch POE, Ports 5 x 10/100/1000 (4 PoE+), Interfaces 5 x 1000Base-T RJ-45 4 ports (PoE+) - 30 W, Dimensions (LxPxH) 10 x 9.8 x 2.8 cm, Poids 260g, Garantie 2 ans  POE;3;
352;ART0346;D-LINK Switch 52 ports;FA0012;319,00  EUR;382,80  EUR;;;;;;707104;D-LINK, Switch, Ports 48 x 10/100/1000 + 4 x Gigabit SFP,  Rackable, Manageable, Interfaces 48 x 1000Base-T - RJ-45, 4 x SFP (mini-GBIC), Dimensions (LxPxH) 44 x 25 x 4.4 cm, Garantie 2 ans  NON POE;3;
353;ART0795;D-LINK Switch 52 ports;FA0012;395,00  EUR;474,00  EUR;2,000;-2,000;;4,000;;707104;D-LINK, Switch, Ports 48 x 10/100/1000 + 4 x Gigabit SFP, Interfaces 48 x 1000Base-T RJ-45, 4 x SFP (mini-GBIC), Dimensions (LxPxH) 44 x 25 x 4.4 cm, Garantie à vie  NON POE;3;
354;ART1219;D-LINK Switch 52 ports ;FA0012;559,00  EUR;670,80  EUR;-1,000;-2,000;;1,000;;707104;Switch informatique, D-LINK, 48 ports en 10/100Mbps, 48 x 10/100/1000 + 4 x Gigabit SFP, Capacité de commutation : 104 Gbps , Perrformances de transfert : 77,4 Mpps, Garantie 2 ans ;3;
355;ART0679;D-LINK Switch 8 ports ;FA0012;49,00  EUR;58,80  EUR;2,000;-36,000;3,000;41,000;;707104;D-LINK, Switch, Ports 8 x 10/100/1000, Interfaces 8 x 1000Base-T RJ-45, Dimensions (LxPxH) 16,2 x 10,2 x 2,8 cm, Poids 440g, Garantie à vie  NON POE;3;
356;ART0586;D-LINK Switch 8 ports - POE;FA0012;89,00  EUR;106,80  EUR;-7,000;-13,000;1,000;7,000;;707104;D-LINK, Switch POE, Ports 4 x 10/100/1000 (PoE) + 4 x 10/100/1000, Interfaces 4 x 1000Base-T RJ-45 PoE, 4 x 1000Base-T RJ-45, Dimensions (LxPxH) 19 x 12 x 3,8 cm, Garantie 2 ans  POE;3;
357;ART1228;D-LINK Switch 8 Ports POE;FA0012;129,00  EUR;154,80  EUR;-2,000;-2,000;;;;707104;D-LINK, Switch POE, Ports 8 x 10/100/1000 (PoE), Interfaces 8 x 1000Base-T RJ-45 PoE - 64 W, Dimensions (LxPxH) 19 x 12 x  2,8 cm, Poids 710g,  Garantie à vie  POE;3;
358;ART1419;DAORIER Attache Câble ;FA0012;18,90  EUR;22,68  EUR;;-1,000;;1,000;;707103;DAORIER, Lot de 100 Serre-Câbles de Nylon Attache-Câble Colliers de Serrage Plastique Autobloquant 3_200 mm Matériau: nylon Taille: 3 * 200mm Acide, résistance à la corrosion, bonne isolation, résistance élevée. températures allant de -40°C à 85°C.;3;
359;ART2223;Datalogic ADC, scanner code-barre;;199,00  EUR;238,80  EUR;;;;;;707401;Datalogic - Scanner de code à barres, numérisation imageur 2D, interface USB, couleur Noir, connectivité Filaire, dimensions 7.1 x 10 x 18.1 centimètres;3;
360;ART1340;DELEYCON Cage écrou baie brassage;FA0012;1,99  EUR;2,39  EUR;-6,000;-6,000;;;;707103;"DELEYCON, vis et écrous à cages, baie de de Serveur 10"" et 19"" pouces en acier, Argent";3;
361;ART1464;"DELL 7400 2-in-1,14"",8Go,256ssd";FA0023;1419,00  EUR;1702,80  EUR;;;;;;707101;"DELL, Poste portable, Ecran tactile 14"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur i5 / 1.6 GHz (Turbo 4,1 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go  SSD, Carte graphique Intel UHD Graphics 620, Interfaces Prise combo casque/microphone, 2 x USB 3.1 Gen 1, 2 x USB-C 3.1 Gen 2/Thunderbolt 3, HDMI, Bluetooth  802.11a/b/g/n/ac Wave 2,Bluetooth 5.0,  Audio haut-parleurs, Windows 10 Pro, Caméra, Clavier, pavé tactile, Dimensions (LxPxH) 31.97 x 19.99 x 1.48 cm, Poids 1,36 kg, Garantie 3 ans  Information pour nous :  Accessoires inclus : Adaptateur d'alimentation USB-C";3;
362;ART2817;Dell - DDR4 - 32Go ;FA0009;294,00  EUR;352,80  EUR;;;;;;707102;Dell - DDR4 - module - 32 Go - DIMM 288 broches - 2666 MHz / PC4-21300 - 1.2 V - mémoire sans tampon - non ECC - Garantie 2 ans;3;
363;ART2359;Dell adaptateur secteur externe;FA0013;;;-1,000;-1,000;;;;707103;"Dell ""AC Adapter"" Adaptateur secteur externe, capacité d'alimentation 65 Watt, pour  Inspiron 11 3147 ";3;
364;ART1226;DELL Carte RAID;FA0025;589,00  EUR;706,80  EUR;;;;;;707102;DELL, carte RAID, Contrôleur SAS Dell H810 - 6Gb/s SAS - PCI Express 2.0 x8 - Carte enfichable - 1 Go - RAID - 0, 1, 5, 6, 10, 50, JBOD, 60 Niveau RAID - 8 Total port(s) SAS - 8 SAS Port(s) External;3;
365;ART0933;DELL Disque Dur 2To HDD;FA0008;189,00  EUR;226,80  EUR;-4,000;;4,000;;;707101;"DELL, Disque dur interne, Capacité 2 To HDD - 7200 tours/min,  Format 3.5"", Interface 1 x SATA 6 Gb/s - ATA série de 7 broches, Garantie 1 an";3;
366;ART2005;DELL Disque Dur 480 Go SSD;FA0008;529,00  EUR;634,80  EUR;;;;;;707101;"DELL, Disque dur interne, Capacité 480 Go SSD,  Format 2.5"", Interface 1 x SAS 6 Gb/s, Garantie 3 ans";3;
367;ART0946;DELL Disque Dur 4To HDD;FA0008;249,00  EUR;298,80  EUR;;;;;;707101;"DELL, Disque dur interne, Capacité 4 To HDD - 7200 tours/min, Format 3.5"",  Interface 1 x SATA 6 Gb/s, Garantie 1 an";3;
368;ART1632;DELL Disque Dur 600Go HDD;FA0008;189,00  EUR;226,80  EUR;-1,000;-2,000;;1,000;;707101;"DELL, Disque dur interne, Capacité 600 Go HDD - 1000 tours/min,  Format 2.5"", Interface 1 x SAS 12 Gb/s, Garantie 1 an";3;
369;ART2655;Dell Docking Station WD19S;FA0013;129,00  EUR;154,80  EUR;-7,000;-4,000;3,000;;;707101;Dell Docking Station - Station d'accueil - USB-C - HDMI, 2 x DP, USB-C - GigE - 130 Watt - Garantie 1 an;3;
370;ART2820;DELL House 13'';FA0013;17,45  EUR;20,94  EUR;;;;;;707101;"Dell Pro Sleeve 13 - Housse d'ordinateur portable - 13"" - Gris bruyère - Garantie 1an";3;
371;ART2823;DELL House 15.6'';FA0013;34,94  EUR;41,93  EUR;;;;;;707101;"Dell Pro Slim Briefcase 15 - Sacoche pour ordinateur portable - 15"" - noir - pour Inspiron 3195 2-in-1; Latitude 3301. 5401. 5501; Precision Mobile Workstation 5540. 7540 - Garantie 1an";3;
372;ART2818;Dell kit client 960go SSD;;419,00  EUR;502,80  EUR;;;;;;707102;Dell - Kit client - SSD - Read Intensive - 960 Go - 2.5 (dans un support de 3,5 ) - SATA 6Gb/s - Garantie 2ans 100 go / utilisateur ;3;
373;ART2554;"Dell Latitude 15"",8Go,256ssd";FA0023;779,00  EUR;934,80  EUR;;;;;;707101;"Dell Vostro - Ryzen 5 5500U / 2.1 GHz - Win 10 Pro 64 bits - Radeon Graphics - 8 Go RAM - 256 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 5 - gris - BTS - avec 1 Year Dell Collect and Return Service Garantie 2 ans ";3;
374;ART2567;"Dell Latitude 3420 15.6"",8Go,256ssd";FA0023;869,00  EUR;1042,80  EUR;-2,000;-2,000;;;;707101;Dell Latitude 3420 - Core i5 1135G7 / 2.4 GHz - Win 10 Pro 64 bits - 8 Go RAM - 256 Go SSD NVMe - 14 1920 x 1080 (Full HD) @ 60 Hz - Iris Xe Graphics - Wi-Fi 6, Bluetooth - gris - BTS - avec 1 an basique sur site  Garantie 1 an ;3;
375;ART2347;"Dell Latitude 3510 15.6"",8Go,256ssd";FA0023;829,00  EUR;994,80  EUR;-2,000;-2,000;;;;707101;"DELL, Poste portable, Ecran 15.6"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel I5, Turbo 4.2 GHz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, UHD Graphics, Interface HDMI, 2 x USB 3.2 Gen 1, USB 2.0, LAN, Prise combo casque/microphone,  Audio haut-parleurs stéréo, microphone, Windows 10 Pro, Clavier, Caméra, Pavé tactile, Dimensions (LxPxH) 36.14 cm x 24.785 cm x 1.797 cm, Poids 1,91 kg, Garantie 1 an ";3;
376;ART2146;"DELL Latitude 5510,15"", 8go,256ssd";FA0023;1049,00  EUR;1258,80  EUR;;-1,000;;1,000;;707101;"DELL , Poste portable, Ecran WLED 15,6"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur I5 / 1.6 GHz (Turbo 4,2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics, Interfaces HDMI, USB-C 3.2 Gen 2, USB 3.2 Gen 1, 2 x USB 3.2 Gen 1, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac Wave 2/ax,Bluetooth 5.1, Audio haut-parleurs stéréo, double tableau de microphone, Windows 10 Pro, Caméra, Clavier, Dimensions (LxPxH) 35,91 x 23,62 x 2.24 cm, Poids 1,82 kg, Garantie 1 an  Information pour nous :   Accessoires inclus : Adaptateur secteur";3;
377;ART1594;Dell OptiPlex 307,SFF,8Go,256ssd;FA0001;659,00  EUR;790,80  EUR;;;;;;707101;DELL, Poste fixe SFF, Processeur i5 / 3 GHz (Turbo 4.4 GHz), 6 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 630, Interfaces 4 x USB 3.1 Gen 1, 2 x USB 2.0, 1 x LAN (Gigabit Ethernet), 1 x casque/microphone, 1 x sortie de ligne audio, 1 x HDMI, 1 x DisplayPort, 2 x USB 2.0, Graveur de DVD, Haut-parleur, Windows 10 Pro,  Dimensions (LxPxH) 9,26 x 29,2 x 29 cm, Poids 5,26 kg, Garantie 1 an  Information pour nous :  Matériel inclus : Souris filaire, Clavier filaire, Câble d'alimentation;3;
378;ART2240;Dell OptiPlex 3080, 8Go,256ssd;FA0023;549,00  EUR;658,80  EUR;;;;;;707101;DELL, Poste fixe, Processeur Intel I3 / 3 GHz,, Turbo 3.8 GHz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 630, Audio haut-parleurs inclus 1 x canal mixte, Interfaces 1 x USB 2.0, 1 x LAN (Gigabit Ethernet) - RJ-45, 4 x USB 3.2 Gen 1 - Type A, 1 x USB 2.0 (prend en charge SmartPower On), 1 x HDMI, 1 x DisplayPort, 1 x sortie de ligne audio, 1 x casque/microphone,  Windows 10 Pro, (LxPxH) 3.6 x 17.85 x 18.2 cm, Poids 1,28 kg, Garantie 1 an ;3;
379;ART2170;Dell OptiPlex 3080, SFF, 8Go,256ssd;FA0001;649,00  EUR;778,80  EUR;;;;;;707101;DELL, Poste fixe SFF, Processeur I5 / 3,1 GHz (Turbo 4.5 GHz), 6 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 630 , Interfaces 2 x USB 2.0, 1 x LAN (Gigabit Ethernet), 4 x USB 3.2 Gen 1, 2 x USB 2.0, 1 x HDMI, DisplayPort, 1 x sortie de ligne audio, 1 x casque/microphone, Windows 10 Pro,  Dimensions (LxPxH) 9,26 x 29,28 x 29 cm, Poids 5.02 kg, Garantie 1 an;3;
380;ART2261;Dell OptiPlex 3080,8Go,128ssd;FA0001;639,00  EUR;766,80  EUR;-1,000;-1,000;;;;707101;DELL, Poste fixe, Processeur I5 / 2.3 GHz (Turbo 3.8 GHz), 6 coeurs, RAM 8 Go, Disque dur 128 Go SSD, Carte graphique Intel UHD Graphics 630, Interfaces 1 x USB 2.0, 1 x LAN (Gigabit Ethernet) - RJ-45, 4 x USB 3.2 Gen 1 - Type A, 1 x USB 2.0, 1 x HDMI, 1 x DisplayPort, 1 x sortie de ligne audio, 1 x casque/microphone, Windows 10 Pro, Dimensions (LxPxH) 3,6 x 17,8 x 18,2 cm, Poids 1,28 kg, Garantie 1 an  Information pour nous :  Matériel inclus : Souris filaire, Clavier filaire;3;
381;ART2255;Dell OptiPlex 3080,8Go,256ssd;FA0001;689,00  EUR;826,80  EUR;;;;;;707101;DELL, Poste fixe micro, Processeur I5 / 2.3 GHz (Turbo 3.8 GHz), 6 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 630 mémoire vidéo partagée, Interfaces 1 x USB 2.0, 1 x LAN (Gigabit Ethernet), 4 x USB 3.2 Gen 1, 1 x USB 2.0, 1 x HDMI, 1 x DisplayPort, 1 x sortie de ligne audio, 1 x casque/microphone, Windows 10 Pro, Dimensions (LxPxH) 3,6 x 17,8 x 18,2 cm, Poids 1,38 kg, Garantie 1 an  Information pour nous :  Matériel inclus : Souris filaire, Clavier filaire;3;
382;ART2596;Dell OptiPlex 3090  SFF, 8Go,256ssd;FA0001;679,00  EUR;814,80  EUR;;;;;;707101;DELL, Poste fixe SFF, Processeur I5 / 3,1 GHz (Turbo 4.5 GHz), 6 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 630 , Interfaces 2 x USB 2.0, 1 x LAN (Gigabit Ethernet), 4 x USB 3.2 Gen 1, 2 x USB 2.0, 1 x HDMI, DisplayPort, 1 x sortie de ligne audio, 1 x casque/microphone, Windows 10 Pro,  Dimensions (LxPxH) 9,26 x 29,28 x 29 cm, Poids 5.02 kg, Garantie 1 an;3;
383;ART2637;Dell OptiPlex 3090,16Go,512ssd;FA0001;759,00  EUR;910,80  EUR;-1,000;-1,000;;;;707101;Dell OptiPlex 3090 - Micro - Core i5 10500T / 2.3 GHz - RAM 16 Go - SSD 512 Go - UHD Graphics 630 - GigE, Bluetooth 5.2 - LAN sans fil: 802.11a/b/g/n/ac/ax, Bluetooth 5.2 - Win 10 Pro (comprend Licence Win 11 Pro) - moniteur : aucun - noir - BTS -  Garantie 1 an ;3;
384;ART2153;Dell OptiPlex,SFF,8Go,256ssd;FA0001;619,00  EUR;742,80  EUR;-3,000;-3,000;;;;707101;Dell OptiPlex  - SFF - Core i5 10505 / 3.2 GHz - RAM 8 Go - SSD 256 Go - graveur de DVD - UHD Graphics 630 - GigE - Win 10 Pro 64 bits - moniteur : aucun - noir - BTS - avec 1 an basique sur site Garantie 2 ans  ;3;
385;ART2004;"DELL PC portable 13"",16Go,1tossd";FA0023;1939,00  EUR;2326,80  EUR;;;;;;707101;"DELL, Poste portable, Ecran tactile 13,3"", Résolution Ultra HD 4K 3840 x 2160, Processeur Intel Core I7 / 4.9 GHz, 4 coeurs, RAM 16 Go, Disque dur 1 To SSD, Carte graphique Intel UHD avec mémoire graphique partagée, Clavier intégré rétroéclairé,  Windows 10 Pro,  Garantie 1 an Configuration à la carte  Information pour nous :  Configuration à la carte";3;
386;ART2710;"DELL Precision 5770 ; 17''";FA0001;4939,00  EUR;5926,80  EUR;-1,000;-1,000;;;;707101;Precision 5770|i9-12900H|32GB|1TB SSD|17.0 UHD+ Touch|Nvidia RTX A3000|6 Cell|130W Type-C|WLAN|vPro|Backlit Kb|W10Pro+W11Pro Licence|3Y ProSpt Garantie 1 an;3;
387;ART1757;DELL Souris sans fil;FA0013;59,00  EUR;70,80  EUR;;;;;;707101;DELL, Souris sans fil ambidextre, Caractéristiques défilement, souris pliable, Interface bluetooth, Batterie 2 piles AAA (LR03), Dimensions (LxPxH) 3 x 5.7 x 11,7 cm, Poids 0,076 kg, Garantie 2 ans  Information pour nous :  Matériel inclus : Piles;3;
388;ART2515;Dell UltraSharp U2720Q;;649,00  EUR;778,80  EUR;;;;;;707101;"Dell UltraSharp  - Ecran LED - 4K - 27"" - Type de Dalle IPS Interfaces DisplayPort HDMI - Résolution 3840 x 2160- Réglage de l'écran Hauteur Inclinaison Pivot (rotation) Pivotant - Temps de réponse 5 ms - Luminosité 350 cd/m2 - Garantie 3 ans";3;
389;ART2315;Dell UltraSharp U2722DE - écran LED;;498,00  EUR;597,60  EUR;;;;;;707101;Dell UltraSharp U2722DE - Écran LED - 27 - 2560 x 1440 QHD @ 60 Hz - IPS - 350 cd/m_ - 1000:1 - 5 ms - HDMI, DisplayPort, USB-C - avec 3 ans de service Advanced Exchange;3;
390;ART2399;"Dell Vostro 15 3515 15"",8Go,256ssd";FA0023;649,00  EUR;778,80  EUR;-3,000;-3,000;;;;707101;"DELL, Poste portable, Ecran 15.6"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Ryzen 5, 2.1Ghz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Radeon Vega 8, Interface HDMI, 2 x USB 3.2 Gen 1, USB 2.0, LAN, Prise combo casque/microphone,  Audio haut-parleurs stéréo, microphone, Windows 10 Pro, Clavier, Caméra, Pavé tactile, Dimensions (LxPxH) 35.85 cm x 23.556 cm x 1.899 cm, Poids 1,7 kg, Garantie 1 an ";3;
391;ART2074;"Dell Vostro 15,15"", 8go,256ssd";FA0023;639,00  EUR;766,80  EUR;-7,000;-7,000;;;;707101;Dell Vostro 15 - Ryzen 5 3450U / 2.1 GHz - Win 10 Pro 64 bits (comprend Licence Win 11 Pro) - Radeon Vega 8 - 8 Go RAM - 256 Go SSD NVMe - 15.6 1920 x 1080 (Full HD) - Wi-Fi 5 - noir - BTS - avec 1 Year Dell Collect and Return Service - Garantie 2 ans ;3;
392;ART2225;"Dell Vostro 3400,14"",8Go,512ssd";FA0023;829,00  EUR;994,80  EUR;-7,000;-7,000;;;;707101;"DELL, Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel I5, Turbo4.2 GHz, 4 coeurs, RAM 8 Go, Disque dur 512 Go SSD, Carte graphique Intel Iris Xe Graphics, Interfaces HDMI, 2 x USB 3.2 Gen 1, USB 2.0, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac, Bluetooth 5.0,  Audio haut-parleurs stéréo, microphone, Windows 10 Pro, Clavier, Caméra, Pavé tactile, Dimensions (LxPxH) 32.87 x 23.95 x 1.99 cm, Poids 1,64 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
393;ART1589;Dell Vostro 3471, SFF, 4Go,128ssd;FA0001;475,00  EUR;570,00  EUR;-1,000;-1,000;;;;707101;DELL, Poste fixe SFF, Processeur i3 / 3,6 GHz (Turbo 4.2 GHz), 4 coeurs, RAM 4 Go, Disque dur 128 Go SSD, Carte graphique Intel UHD Graphics 630, Interfaces 2 x USB 3.1 Gen 1, 1 x LAN (Gigabit Ethernet), 1 x casque/microphone, 1 x sortie de ligne audio, 1 x microphone, 1 x entrée de ligne audio, 1 x VGA, 1 x HDMI, Graveur de DVD, Windows 10 Pro,  Dimensions (LxPxH) 9,26 x 29,3 x 29 cm, Poids 4,8 kg, Garantie 1 an;3;
394;ART2668;"DELL Vostro 3490,14"" 8Go, 512SSD";FA0023;979,00  EUR;1174,80  EUR;-1,000;-1,000;;;;707101;"Dell Vostro 14, 14"" 1920 x 1080 (Full HD), Core i5 11320H, Win 10 Pro 64 bits (comprend Licence Windows 11 Pro), Iris Xe Graphics, 8 Go RAM, 512 Go SSD NVMe, Wi-Fi 6, gris avec 1 an de garantie retour atelier Garantie 2 ans ";3;
395;ART1597;"DELL Vostro 3490,14"" 8Go,1Tohdd";FA0023;679,00  EUR;814,80  EUR;-1,000;-1,000;1,000;1,000;;707101;"DELL, Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur Intel Core i5 / 1.6 GHz (Turbo 4,2 GHz), 4 coeurs, Mémoire 8 Go, Disque dur 1 To HDD, 5400 tours/min, Intel UHD Graphics, Interfaces HDMI, 2 x USB 3.1 Gen 1, USB 2.0, LAN, VGA, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 4.1 Gigabit Ethernet, Audio haut-parleurs, Caméra, Windows 10 Pro 64 bits, Dimensions (LxPxH) 33.9  x 24.19  x 2.1 cm, Poids 1.68 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
396;ART2200;"DELL Vostro 3500,15"", 8go,256ssd";FA0023;769,00  EUR;922,80  EUR;-2,000;-2,000;1,000;1,000;;707101;"DELL , Poste portable, Ecran WLED 15,6"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur I5 / 2.4 GHz (Turbo 4,2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel Iris Xe Graphics, Interfaces HDMI, 2 x USB 3.2 Gen 1, USB 2.0, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac, Bluetooth 5.0, Audio haut-parleurs stéréo, microphone, Windows 10 Pro, Caméra, Clavier, Dimensions (LxPxH) 36.39  x 24.9 x 1.99 cm, Poids 1,98 kg, Garantie 1 an  Information pour nous :   Accessoires inclus : Adaptateur secteur";3;
397;ART2232;"Dell Vostro 3525,15"",8Go,512ssd";FA0023;719,00  EUR;862,80  EUR;-1,000;-1,000;;;;707101;Dell Vostro 3525 - AMD Ryzen 5 5625U / 2.3 GHz - Win 10 Pro 64 bits (comprend Licence Win 11 Pro) - Radeon Graphics - 8 Go RAM - 256 Go SSD NVMe - 15.6 IPS 1920 x 1080 (Full HD) @ 120 Hz - Wi-Fi 5 - gris titan - BTS - avec 1 Year Dell Collect and Return Garantie 2 ans ;3;
398;ART2075;"DELL Vostro 5502,15"",8Go,256ssd";FA0023;839,00  EUR;1006,80  EUR;;;;;;707101;"DELL, Poste portable, Ecran 15,6"", Résolution  Full HD 1920 x 1080, Anti-éblouissement, Processeur Intel Core i5 / 2.4 GHz  (Turbo 4.2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel Iris Xe Graphics, Interfaces HDMI, 2 x USB 3.2 Gen 1, USB-C 3.2 Gen 2/DisplayPort (Power Delivery), LAN Prise combo casque/microphone,  802.11a/b/g/n/ac, Bluetooth 4.1, Windows 10 Pro, Clavier / Pavé tactile, Caméra, Dimensions (LxPxH) 35,61 x 23,45 x 1,79 cm, Poids 1,64 kg, Garantie 1 an  Information pour nous :  Matériel inclus :  Adaptateur secteur";3;
